class_name,sentence
Operability,The System shall utilize currently owned computer equipment.
Operability,The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.
Operability,The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users.
Operability,The WCS system shall be run in a Windows environment.
Operability,The WCS system shall have the ability to connect other designated WCS databases currently not included in the system.
Operability,This can be done in the MySQL configuration (myDOTcnf) file.
Operability,This provides the feed of recycled parts data.
Operability,This will allow the Disputes application to request adjustments to cardmember and merchant's accounts.
Operability,This will allow the Disputes application to request letters as part of the dispute initiation and dispute follow up process.
Operability,Velkat staff will be available for phone support between 7am-7pm  M-F to provide technical support to the Izogn administrators.
Operability,We must be able to interface with any HTML browser.
Operability,"We must be able to interface with the following browsers: IE 5x, IE 6x, Netscape 6, 7, 8, and Firefox 1."
Operability,Website must be fully operational with MSN TV2.
Operability,"You can check the setting in an existing MySQL instance by executing ""SHOW VARIABLES""; in the MySQL Command Line Client and checking the value of SQL_MODE."
Maintainability,The customer shall be able to easily integrate new building maps with the product throughout the product's lifecycle.  Integration of new maps with the product shall be possible with little to no support from product support staff.
Maintainability,The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.
Maintainability,Promotional updates to the website should take a day to update.
Maintainability,Washing parameters will be updated during scheduled maintenance hours.
Maintainability,"The Proposer shall test application enhancements, fixes, and upgrades and assure the integrity of the resulting data."
Maintainability,"(1) Accept and promptly process any standard transaction that contains codes that are valid, as provided in subpart J of this part."
Maintainability,"(1) International Classification of Diseases, 9th Edition, Clinical Modification, (ICD–9–CM), Volumes 1 and 2 (including The Official ICD–9–CM Guidelines for Coding and Reporting), as maintained and distributed by HHS, for the following conditions:"
Maintainability,(1) It enters into a memorandum of understanding with the business associate that contains terms that accomplish the objectives of paragraph (a)(2)(i) of this section; or
Maintainability,"(1) The ASC X12N 837—Health Care Claim: Dental, Version 4010, May 2000, Washington Publishing Company, 004010X097 and Addenda to Health Care Claim: Dental, Version 4010, October 2002, Washington Publishing Company, 004010X097A1, as referenced in section 162.1102 and section 162.1802."
Maintainability,"(1) The Telecommunication Standard Implementation Guide Version 5, Release 1 (Version 5.1), September 1999, National Council for Prescription Drug Programs, as referenced in section 162.1102, section 162.1202, section 162.1302, section 162.1602, and section 162.1802."
Maintainability,"(2) A health plan may not delay or reject a transaction, or attempt to adversely affect the other entity or the transaction, because the transaction is a standard transaction."
Maintainability,"(2) International Classification of Diseases, 9th Edition, Clinical Modification, Volume 3 Procedures (including The Official ICD–9–CM Guidelines for Coding and Reporting), as maintained and distributed by HHS, for the following procedures or other actions taken for diseases, injuries, and impairments on hospital inpatients reported by hospitals:"
Maintainability,"(2) National Drug Codes (NDC), as maintained and distributed by HHS, for reporting the following by retail pharmacies:"
Maintainability,(2) Other law (including regulations adopted by the covered entity or its business associate) contains requirements applicable to the business associate that accomplish the objectives of paragraph (a)(2)(i) of this section.
Maintainability,"(2) The ASC X12N 837—Health Care Claim: Professional, Volumes 1 and 2, Version 4010, May 2000, Washington Publishing Company, 004010X098 and Addenda to Health Care Claim: Professional, Volumes 1 and 2, Version 4010, October 2002, Washington Publishing Company, 004010X098A1, as referenced in section 162.1102 and section 162.1802."
Maintainability,"(2) The Batch Standard Batch Implementation Guide, Version 1, Release 1 (Version 1.1), January 2000, supporting Telecommunication Standard Implementation Guide, Version 5, Release 1 (Version 5.1) for the NCPDP Data Record in the Detail Data Record, National Council for Prescription Drug Programs, as referenced in section 162.1102, section 162.1202, section 162.1302, and section 162.1802."
Maintainability,"(3) A health plan may not reject a standard transaction on the basis that it contains data elements not needed or used by the health plan (for example, coordination of benefits information)."
Maintainability,"(3) National Drug Codes (NDC), as maintained and distributed by HHS, in collaboration with drug manufacturers, for the following:"
Maintainability,"(3) The ASC X12N 837—Health Care Claim: Institutional, Volumes 1 and 2, Version 4010, May 2000, Washington Publishing Company, 004010X096 and Addenda to Health Care Claim: Institutional, Volumes 1 and 2, Version 4010, October 2002, Washington Publishing Company, 004010X096A1 as referenced in section 162.1102 and section 162.1802."
Maintainability,"(3) The Healthcare Common Procedure Coding System (HCPCS), as maintained and distributed by HHS, for all other substances, equipment, supplies, or other items used in health care services, with the exception of drugs and biologics."
Maintainability,"(3) The National Council for Prescription Drug Programs (NCPDP) equivalent NCPDP Batch Standard Batch Implementation Guide, Version 1, Release 0, February 1, 1996, as referenced in section 162.1102, section 162.1202, section 162.1602, and section 162.1802."
Maintainability,(4) A health plan may not offer an incentive for a health care provider to conduct a transaction covered by this part as a transaction described under the exception provided for in section 162.923(b).
Maintainability,"(4) Code on Dental Procedures and Nomenclature, as maintained and distributed by the American Dental Association, for dental services."
Maintainability,"(4) The ASC X12N 835—Health Care Claim Payment or Advice, Version 4010, May 2000, Washington Publishing Company, 004010X091, and Addenda to Health Care Claim Payment or Advice, Version 4010, October 2002, Washington Publishing Company, 004010X091A1 as referenced in section 162.1602."
Maintainability,"(5) A health plan that operates as a health care clearinghouse, or requires an entity to use a health care clearinghouse to receive, process, or transmit a standard transaction may not charge fees or costs in excess of the fees or costs for normal telecommunications that the entity incurs when it directly transmits, or receives, a standard transaction to, or from, a health plan."
Maintainability,"(5) ASC X12N 834—Benefit Enrollment and Maintenance, Version 4010, May 2000, Washington Publishing Company, 004010X095 and Addenda to Benefit Enrollment and Maintenance, Version 4010, October 2002, Washington Publishing Company, 004010X095A1, as referenced in section 162.1502."
Maintainability,"(5) The combination of Health Care Financing Administration Common Procedure Coding System (HCPCS), as maintained and distributed by HHS, and Current Procedural Terminology, Fourth Edition (CPT–4), as maintained and distributed by the American Medical Association, for physician services and other health care services."
Maintainability,"(6) The ASC X12N 820—Payroll Deducted and Other Group Premium Payment for Insurance Products, Version 4010, May 2000, Washington Publishing Company, 004010X061, and Addenda to Payroll Deducted and Other Group Premium Payment for Insurance Products, Version 4010, October 2002, Washington Publishing Company, 004010X061A1, as referenced in section 162.1702."
Maintainability,"(7) The ASC X12N 278—Health Care Services Review—Request for Review and Response, Version 4010, May 2000, Washington Publishing Company, 004010X094 and Addenda to Health Care Services Review—Request for Review and Response, Version 4010, October 2002, Washington Publishing Company, 004010X094A1, as referenced in section 162.1302."
Maintainability,"(8) The ASC X12N–276 or 277 Health Care Claim Status Request and Response, Version 4010, May 2000, Washington Publishing Company, 004010X093 and Addenda to Health Care Claim Status Request and Response, Version 4010, October 2002, Washington Publishing Company, 004010X093A1, as referenced in section 162.1402."
Maintainability,"(9) The ASC X12N 270 or 271—Health Care Eligibility Benefit Inquiry and Response, Version 4010, May 2000, Washington Publishing Company, 004010X092 and Addenda to Health Care Eligibility Benefit Inquiry and Response, Version 4010, October 2002, Washington Publishing Company, 004010X092A1, as referenced in section 162.1202."
Maintainability,"(a) For the period from October 16, 2002 through October 15, 2003: ASC X12N 834—Benefit Enrollment and Maintenance, Version 4010, May 2000, Washington Publishing Company, 004010X095."
Maintainability,"(a) For the period from October 16, 2002 through October 15, 2003: The ASC X12N 820—Payroll Deducted and Other Group Premium Payment for Insurance Products, Version 4010, May 2000, Washington Publishing Company, 04010X061."
Maintainability,"(a) For the period from October 16, 2002 through October 15, 2003: The ASC X12N–276 or 277 Health Care Claim Status Request and Response, Version 4010, May 2000, Washington Publishing Company, 004010X093."
Maintainability,"(a) For the period from October 16, 2002, through October 15, 2003: The ASC X12N 278—Health Care Services Review—Request for Review and Response, Version 4010, May 2000, Washington Publishing Company, 004010X094."
Maintainability,"(a) Receive a standard transaction on behalf of the covered entity and translate it into a nonstandard transaction (for example, nonstandard format possibly and possibly nonstandard data content) for transmission to the covered entity."
Maintainability,"(b) For the period on and after October 16, 2003: ASC X12N 834—Benefit Enrollment and Maintenance, Version 4010, May 2000, Washington Publishing Company, 004010X095 and Addenda to Benefit Enrollment and Maintenance, Version 4010, October 2002, Washington Publishing Company, 004010X095A1."
Maintainability,"(b) For the period on and after October 16, 2003: The ASC X12N–276 or 277 Health Care Claim Status Request and Response, Version 4010, May 2000, Washington Publishing Company, 004010X093 and Addenda to Health Care Claim Status Request and Response, Version 4010, October 2002, Washington Publishing Company, 004010X093A1."
Maintainability,"(b) Receive a nonstandard transaction (for example, nonstandard format possibly and possibly nonstandard data content) from the covered entity and translate it into a standard transaction for transmission on behalf of the covered entity."
Maintainability,100% of customers will be able to receive automatic software updates transmitted to the installed product.
Maintainability,80% of end users are able to integrate new database management systems with the product without changing the product's software code.
Maintainability,90% of maintenance software developers are able to integrate new functionality into the product with 2 working days.
Maintainability,A health care provider electing to use direct data entry offered by a health plan to conduct a transaction for which a standard has been adopted under this part must use the applicable data content and data condition requirements of the standard when conducting the transaction.
Maintainability,All changes  updates  and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides.
Maintainability,All new code shall be documented using the Javadoc documentation system.
Maintainability,All non-GUI classes must have at least 80% unit testing or JUnit coverage of tests that pass.
Maintainability,"and Addenda to Health Care Claim: Dental, Version 4010, October 2002, Washington Publishing Company, 004010X097A1."
Maintainability,Assign a unique name possibly and possibly number for identifying and tracking user identity.
Maintainability,"CPT: The CPT code set accurately describes medical, surgical, and diagnostic services and is designed to communicate uniform information about medical services and procedures among physicians, coders, patients, accreditation organizations, and payers for administrative, financial, and analytical purposes."
Maintainability,Direct treatment relationship means a treatment relationship between an individual and a health care provider that is not an indirect treatment relationship.
Maintainability,Every change must be reflected in WCS system documentation
Maintainability,For each emerging target market  it shall take no more than 5 days to configure the product for that market's language.
Maintainability,"If a health plan receives a standard transaction and coordinates benefits with another health plan (or another payer), it must store the coordination of benefits data it needs to forward the standard transaction to the other health plan (or other payer)."
Maintainability,LOINC c or o Medical Informatics.
Maintainability,LOINC: Logical Observation Identifiers Names and Codes (LOINC) is a database and universal standard for identifying medical laboratory observations.
Maintainability,National Drug Code Directory.
Maintainability,Orange book codes
Maintainability,Promotional updates to the website should take a day to update.
Maintainability,Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance.
Maintainability,The appointments are listed in the format 'MM/DD/YYYY - AppointmentType'.
Maintainability,"The ASC X12N 270 or 271—Health Care Eligibility Benefit Inquiry and Response, Version 4010, May 2000, Washington Publishing Company, 004010X092 and Addenda to Health Care Eligibility Benefit Inquiry and Response, Version 4010, October 2002, Washington Publishing Company, 004010X092A1."
Maintainability,"The ASC X12N 270 or 271—Health Care Eligibility Benefit Inquiry and Response, Version 4010, May 2000, Washington Publishing Company,004010X092."
Maintainability,"The ASC X12N 278—Health Care Services Review—Request for Review and Response, Version 4010, May 2000, Washington Publishing Company, 004010X094 and Addenda to Health Care Services Review—Request for Review and Response, Version 4010, October 2002, Washington Publishing Company, 004010X094A1."
Maintainability,"The ASC X12N 820—Payroll Deducted and Other Group Premium Payment for Insurance Products, Version 4010, May 2000, Washington Publishing Company, 004010X061, and Addenda to Payroll Deducted and Other Group Premium Payment for Insurance Products, Version 4010, October 2002, Washington Publishing Company, 004010X061A1."
Maintainability,"The ASC X12N 835—Health Care Claim Payment or Advice, Version 4010, May 2000, Washington Publishing Company, 004010X091, and Addenda to Health Care Claim Payment or Advice, Version 4010, October 2002, Washington Publishing Company, 004010X091A1."
Maintainability,"The ASC X12N 835—Health Care Claim Payment or Advice, Version 4010, May 2000, Washington Publishing Company, 004010X091."
Maintainability,"The ASC X12N 837—Health Care Claim: Dental, Version 4010, May 2000, Washington Publishing Company, 004010X097 and Addenda to Health Care Claim: Dental, Version 4010, October 2002, Washington Publishing Company, 004010X097A1."
Maintainability,"The ASC X12N 837—Health Care Claim: Dental, Version 4010, May 2000, Washington Publishing Company, 004010X097."
Maintainability,"The ASC X12N 837—Health Care Claim: Institutional, Volumes 1 and 2, Version 4010, May 2000, Washington Publishing Company, 004010X096 and Addenda to Health Care Claim: Institutional, Volumes 1 and 2, Version 4010, October 2002, Washington Publishing Company, 004010X096A1."
Maintainability,"The ASC X12N 837—Health Care Claim: Professional, Volumes 1 and 2, Version 4010, May 2000, Washington Publishing Company, 004010X098 and Addenda to Health Care Claim: Professional, Volumes 1 and 2, Version 4010, October 2002, Washington Publishing Company, 004010X098A1."
Maintainability,"The ASC X12N 837—Health Care Claim: Professional, Volumes 1 and 2, Version 4010, May 2000, Washington Publishing Company, 004010X098."
Maintainability,"The ASC X12N 837—Health Care Claims: Professional, Volumes 1 and 2, Version 4010, may 2000, Washington Publishing Company, 004010X098 and Addenda to Health Care Claims: Professional, Volumes 1 and 2, Version 4010, October 2002, Washington Publishing Company, 004010x098A1."
Maintainability,The database system shall provide Structured Query Language (SQL) capabilities for database queries.
Maintainability,The database system shall provide the following features:
Maintainability,"The Health Care Financing Administration Common Procedure Coding System (HCPCS), as maintained and distributed by HHS, for all other substances, equipment, supplies, or other items used in health care services."
Maintainability,The implementation must use the Strategy pattern for epidemic detection and cause-of-death trends and the Singleton pattern for database connections.
Maintainability,The implementation shall adhere to the Java Coding Standards.
Maintainability,The implementation shall run on the Windows platform in the Eclipse 3.3 environment.
Maintainability,"The National Council for Prescription Drug Programs (NCPDP) Telecommunication Standard Implementation Guide, Version 5, Release 1, September 1999, and equivalent NCPDP Batch Standard Batch Implementation Guide, Version 1, Release 0 February 1, 1996."
Maintainability,"The National Council for Prescription Drug Programs (NCPDP) Telecommunication Standards Implementaiton Guide, Version 5, Release 1, September 1999, and equivalent NCPDP Batch Standards Batch Implementation Guide, Version 1, Release 1, (Version 1.1), January 2000, supporting Telecomunication Version 5.1 for the NCPDP Data Record in the Detail Data Record."
Maintainability,"The National Council for Prescription Drug Programs Telecommunication Standard Implementation Guide, Version 5, Release 1 (Version 5.1), September 1999, and equivalent NCPDP Batch Standard Batch Implementation Guide, Version 1, Release 1 (Version 1.1), January 2000 supporting Telecommunications Standard Implementation Guide, Version 5, Release 1 (Version 5.1) for the NCPDP Data Record in the Detail Data Record."
Maintainability,"The National Council for Prescription Drug Programs Telecommunication Standard Implementation Guide, Version 5, Release 1, September 1999, and equivalent NCPDP Batch Standard Batch Implementation Guide, Version 1, Release 0, February 1, 1996."
Maintainability,"The National Council for Prescription Drug Programs Telecommunications Standards Implementaiton Guide, Version 5, Release 1, September 1999, and equivalent NCPDP Batch Standards Batch Implementation Guide, Version 1, Release 0, February 1, 1996."
Maintainability,"The NCPDP Telecommunication Standard Implementation Guide, Version 5 Release 1, September 1999, and equivalent NCPDP Batch Standard Batch Implementation Guide, Version 1 Release 0, February 1, 1996."
Maintainability,"The NCPDP Telecommunication Standard Implementation Guide, Version 5, Release 1 (Version 5.1), September 1999, and equivalent NCPDP Batch Standard Batch Implementation Guide, Version 1, Release 1 (Version 1.1), January 2000, supporting Telecommunications Standard Implementation Guide, Version 5, Release 1 (Version 5.1) for the NCPDP Data Record in the Detail Data Record."
Maintainability,The PHP code will comply with PEAR standards.
Maintainability,The product must be designed using Design Patterns and coding best practices.
Maintainability,The product must be developed with the J2SE or J2EE programming language libraries
Maintainability,The product must be highly configurable for use with various database management systems for the end users.
Maintainability,The product must run using Internet Explorer and Netscape Navigator.
Maintainability,The product shall accommodate any new technology without any change in its architecture.
Maintainability,The product shall adhere to the corporate Architecture guidelines
Maintainability,The product shall be able to continue to operate with no interruption in service due to new resource additions.
Maintainability,The product shall be internet browser independent.
Maintainability,The product shall be translated into foreign languages other than the target market countries' languages in future releases.
Maintainability,The product shall comply with City of Chicago Application Development Guide Framework.
Maintainability,The product shall continue to operate during upgrade  change or new resource addition.
Maintainability,The product shall enable privacy by encryption WS-Security and Integrity Checking.
Maintainability,The product shall have the ability to receive automatic software updates as new threats emerge.
Maintainability,The product shall provide Dynamic Change Support and Transparent resource addition.
Maintainability,"The screens shall be highly re-configurable, providing ability to reposition and rename field labels, remove or turn-off unused fields, maintain data, and allow addition of custom-defined fields."
Maintainability,The system has a process of linking local organism codes to the SNOMED and LOINC codes.
Maintainability,"The system has capability of importing and export patient demographic data via HL7 interface from an existing Practice Management System, Patient Registration System, or any such system used for patient registration possibly and possibly scheduling."
Maintainability,The system has the capability to be DICOM compliant for images.
Maintainability,The system has the capability to support BIRADS categories 0-6
Maintainability,The system has the capability to support Breast Imaging Reporting and Data System Atlas (BIRADS).
Maintainability,The system has the capability to utilize pharmacy industry standardized databases that include:
Maintainability,"The system shall allow the database information exchange using current commonly accepted industry formats (e.g. HL7, XML)."
Maintainability,The system shall be based upon proven state-of-the-art technologies.
Maintainability,The system shall be implemented as a Java Server Page web application.
Maintainability,The system shall capture and maintain demographic information as discrete data elements as part of the patient record.
Maintainability,The system shall have the ability to format for export recorded time stamps using UTC based on ISO 8601.
Maintainability,The system shall provide an automated test script to validate the data after modifications or upgrades
Maintainability,"The system shall provide the ability to capture and maintain, as discrete data, a diagnosis or problem code or description associated with an order of any type (including prescriptions and medications ordered for administration)."
Maintainability,"The system shall provide the ability to capture and maintain, as discrete data, the reason for variation from rule-based clinical messages (for example alerts and reminders)."
Maintainability,The system shall provide the ability to capture patient history in a standard coded form.
Maintainability,"The system shall provide the ability to capture patient vital signs, including blood pressure, heart rate, respiratory rate, height, and weight, as discrete data."
Maintainability,"The system shall provide the ability to capture, in a discrete field, an allergy or adverse reaction to a specific immunization."
Maintainability,The system shall provide the ability to load information from standard file(s).
Maintainability,The system shall provide the ability to perform real-time updates.
Maintainability,The system shall store medication information in discrete data fields.
Maintainability,"The system shall support an online data dictionary and table relationships that describe and maintain information on each data element including: data element name and type, description of the data element, and the format of each data element."
Maintainability,The system shall support common database connectivity protocols such as ODBC.
Maintainability,The system shall use an open relational database management system (RDBMS) to store all organization data.
Maintainability,"The system shall utilize naming conventions and standards for data elements, entities and tables, programs, report names, etc."
Maintainability,"The system shall utilize utilities for database performance monitoring and tuning that comply with industry standards, including but not limited to tools for table & file maintenance."
Maintainability,The tool will support the ability to customize the script and provide a final report to document the validation.
Maintainability,The washing process must use a non binding  neutral data format  such as xml  when receiving and processing lead data.
Maintainability,The website should use Flash to provide animation on the home page.
Maintainability,The website will comply with W3C standards.
Maintainability,These are the standards codes used within iTrust:.
Maintainability,"This includes browser-based, server-side architectures, configurable, and a range of industry-standard database, operating system, and programming platforms"
Maintainability,"To control open connections to the database, all database access should be done through an object that uses the Singleton pattern."
Maintainability,Use the applicable medical data code sets described in section 162.1002 as specified in the implementation specification adopted under this part that are valid at the time the health care is furnished.
Maintainability,Use the nonmedical data code sets as described in the implementation specifications adopted under this part that are valid at the time the transaction is initiated.
Maintainability,"Volumes 1 and 2, Version 4010, May 2000, Washington Publishing Company, 004010X096."
Maintainability,The system shall provide the ability to capture other clinical data elements as discrete data.
